entryid,gridref,datestamp,transcription
"""57f22a1e2c66dca32201d2a9""","{""type"":""Point"",""coordinates"":[-0.106183290481567,51.4995598662948]}","""2016-10-03T15:14:50.092+00:00""","[""PEABODY SQUARE"",""Peabody Square""]"
"""57f22a282c66dca32201d2ab""","{""type"":""Point"",""coordinates"":[-0.109155178070068,51.5003212570406]}","""2016-10-03T15:14:57.165+00:00""","[""Sch."",""Sch.""]"
"""57f22a3b2c66dca32201d2ad""","{""type"":""Point"",""coordinates"":[-0.110056400299072,51.4988986482223]}","""2016-10-04T17:04:39.368+00:00""","[""PEARMAN STREET"",""Pearman Street""]"
"""57f22a452c66dca32201d2af""","{""type"":""Point"",""coordinates"":[-0.108425617218018,51.5015835347256]}","""2016-10-03T15:15:28.062+00:00""","[""WEBBER STREET"",""Webber Street""]"
"""57f22a4c2c66dca32201d2b1""","{""type"":""Point"",""coordinates"":[-0.107803344726562,51.5016636781601]}","""2016-10-04T17:03:41.216+00:00""","[""UFFORD STREET"",""Ufford Street""]"
"""57f22a572c66dca32201d2b4""","{""type"":""Point"",""coordinates"":[-0.103694200515747,51.503179698247]}","""2016-10-03T15:16:03.421+00:00""","[""NELSON SQUARE"",""Nelson Square""]"
"""57f22a5e2c66dca32201d2b6""","{""type"":""Point"",""coordinates"":[-0.1038658618927,51.5036137916268]}","""2016-10-03T15:16:14.586+00:00""","[""CHARLOTTE ST."",""Charlotte St.""]"
"""57f22a662c66dca32201d2b8""","{""type"":""Point"",""coordinates"":[-0.102953910827637,51.5011227072418]}","""2016-10-03T15:12:18.463+00:00""","[""Sch."",""Sch.""]"
"""57f22a702c66dca32201d2ba""","{""type"":""Point"",""coordinates"":[-0.101720094680786,51.5019107861961]}","""2016-10-03T15:12:11.668+00:00""","[""HILL STREET"",""Hill Street""]"
"""57f22a742c66dca32201d2bc""","{""type"":""Point"",""coordinates"":[-0.098190307617188,51.5023181776001]}","""2016-10-03T15:12:02.159+00:00""","[""Hosp."",""Hosp.""]"
"""57f22a822c66dca32201d2bf""","{""type"":""Point"",""coordinates"":[-0.098844766616821,51.5003546510804]}","""2016-10-04T12:37:39.458+00:00""","[""COLLINSON STREET"",""Collinson Street"",""Colinson Street""]"
"""57f22a8a2c66dca32201d2c2""","{""type"":""Point"",""coordinates"":[-0.099359750747681,51.4999138477851]}","""2016-10-03T15:13:15.173+00:00""","[""SCOVELL ROAD"",""Scovell Road""]"
"""57f22a9a2c66dca32201d2c5""","{""type"":""Point"",""coordinates"":[-0.104541778564453,51.50341344135]}","""2016-10-03T15:15:53.268+00:00""","[""Chap."",""Chap.""]"
"""57f22aa02c66dca32201d2c7""","{""type"":""Point"",""coordinates"":[-0.097568035125732,51.5029726676403]}","""2016-10-03T15:11:42.799+00:00""","[""Ch."",""Ch.""]"
"""57f22aa52c66dca32201d2c9""","{""type"":""Point"",""coordinates"":[-0.096795558929443,51.5030127381537]}","""2016-10-03T15:11:51.004+00:00""","[""Chap."",""Chap.""]"
"""57f22aaa2c66dca32201d2ce""","{""type"":""Point"",""coordinates"":[-0.099102258682251,51.5032665172538]}","""2016-10-03T15:11:34.02+00:00""","[""Sch."",""Sch.""]"
"""57f22abb2c66dca32201d2d2""","{""type"":""Point"",""coordinates"":[-0.101752281188965,51.5048492655363]}","""2016-10-03T15:16:37.47+00:00""","[""GRAVEL LANE"",""Gravel Lane""]"
"""57f22acc2c66dca32201d2d6""","{""type"":""Point"",""coordinates"":[-0.098801851272583,51.5036905923328]}","""2016-10-03T15:11:03.196+00:00""","[""UNION STREET"",""Union Street""]"
"""57f22adf2c66dca32201d2dd""","{""type"":""Point"",""coordinates"":[-0.098576545715332,51.5034267980625]}","""2016-10-03T15:11:16.745+00:00""","[""SOUTHWARK"",""Southwark""]"
"""57f2770b2c66dcab3d001920""","{""type"":""Point"",""coordinates"":[-0.048719644546509,51.4998526247341]}","""2016-10-05T17:06:16.328+00:00""","[""St. Mary Rotherhithe"",""ST. MARY ROTHERHITHE""]"
"""57f27b0b2c66dcab3d001a9c""","{""type"":""Point"",""coordinates"":[-0.023345947265625,51.468164248169]}","""2016-10-09T18:55:28.665+00:00""","[""Lewisham Road Sta."",""Lewisham Road Sta.""]"
"""57f27b102c66dcab3d001aa2""","{""type"":""Point"",""coordinates"":[-0.023651719093323,51.4683380194064]}","""2016-10-09T18:55:12.582+00:00""","[""Ch."",""Ch.""]"
"""57f27b162c66dcab3d001aaa""","{""type"":""Point"",""coordinates"":[-0.024134516716003,51.4680807040693]}","""2016-10-09T18:55:07.811+00:00""","[""Vic."",""Vic.""]"
"""57f27b222c66dcab3d001ab3""","{""type"":""Point"",""coordinates"":[-0.024880170822144,51.4689863139516]}","""2016-10-09T18:54:31.233+00:00""","[""St. John's Sta."",""St. John's Sta.""]"
"""57f27b452c66dcab3d001abd""","{""type"":""Point"",""coordinates"":[-0.037915706634521,51.4734634162677]}","""2016-10-09T18:41:23.945+00:00""","[""St. James's Church"",""St. James's Church""]"
"""57f2d5162c66dcab3d005b17""","{""type"":""Point"",""coordinates"":[0.003969669342041,51.4895337017936]}","""2016-10-05T18:27:40.575+00:00""","[""F.B"",""F.B""]"
"""57f2d51b2c66dcab3d005b19""","{""type"":""Point"",""coordinates"":[0.006351470947266,51.4885182710288]}","""2016-10-05T18:28:29.884+00:00""","[""Chapel"",""Chapel""]"
"""57f2d5212c66dcab3d005b1b""","{""type"":""Point"",""coordinates"":[0.005729198455811,51.4878368508619]}","""2016-10-05T18:28:48.558+00:00""","[""Schs."",""Schs.""]"
"""57f2d5352c66dcab3d005b21""","{""type"":""Point"",""coordinates"":[0.000772476196289,51.4838149283338]}","""2016-10-05T18:30:20.357+00:00""","[""TRAFALGAR ROAD"",""TRAFALGAR ROAD""]"
"""57f2d53b2c66dcab3d005b23""","{""type"":""Point"",""coordinates"":[-0.002381801605225,51.483641216047]}","""2016-10-05T18:29:52.581+00:00""","[""Sch."",""Sch.""]"
"""57f2d54a2c66dcab3d005b27""","{""type"":""Point"",""coordinates"":[-0.002274513244629,51.4819641903255]}","""2016-10-05T18:30:37.841+00:00""","[""Sch."",""Sch.""]"
"""57f2d5552c66dcab3d005b29""","{""type"":""Point"",""coordinates"":[-0.001029968261719,51.4815365723061]}","""2016-10-05T18:30:41.553+00:00""","[""PARK PLACE"",""PARK PLACE""]"
"""57f2d55e2c66dcab3d005b2d""","{""type"":""Point"",""coordinates"":[-0.000225305557251,51.4831534818584]}","""2016-10-05T18:30:07.071+00:00""","[""PARK STREET"",""PARK STREET""]"
"""57f2d5642c66dcab3d005b31""","{""type"":""Point"",""coordinates"":[0.001823902130127,51.4828929094006]}","""2016-10-05T18:30:36.24+00:00""","[""S.Ps"",""S.Ps""]"
"""57f2d5692c66dcab3d005b35""","{""type"":""Point"",""coordinates"":[0.002650022506714,51.4828595025675]}","""2016-10-05T18:31:31.424+00:00""","[""Station"",""Maze Hill Station ""]"
"""57f2d5752c66dcab3d005b3b""","{""type"":""Point"",""coordinates"":[-0.003894567489624,51.4835343158493]}","""2016-10-05T18:29:44.083+00:00""","[""PARK ROW"",""PARK ROW""]"
"""57f2d57d2c66dcab3d005b3f""","{""type"":""Point"",""coordinates"":[-0.001544952392578,51.4856188245036]}","""2016-10-05T18:28:57.727+00:00""","[""P.H."",""P.H.""]"
"""57f2d5872c66dcab3d005b43""","{""type"":""Point"",""coordinates"":[0.000976324081421,51.4856188245036]}","""2016-10-05T18:29:19.727+00:00""","[""GIBSON ST."",""GIBSON ST.""]"
"""57f2d58e2c66dcab3d005b45""","{""type"":""Point"",""coordinates"":[0.004452466964722,51.4850375768635]}","""2016-10-05T18:30:59.262+00:00""","[""Church"",""Church""]"
"""57f2d5932c66dcab3d005b47""","{""type"":""Point"",""coordinates"":[0.005675554275513,51.4856321864311]}","""2017-01-01T15:58:27.803+00:00""","[""Chap."",""Chapel""]"
"""57f2d5a22c66dcab3d005b49""","{""type"":""Point"",""coordinates"":[0.00299334526062,51.486480660815]}","""2016-10-05T18:31:14.129+00:00""","[""NORTHUMBERLAND ST."",""NORTHUMBERLAND ST.""]"
"""57f2d5c82c66dcab3d005b51""","{""type"":""Point"",""coordinates"":[0.005911588668823,51.4888055333417]}","""2016-10-05T18:28:10.129+00:00""","[""AZOF STREET"",""AZOF STREET""]"
"""57f2d5d32c66dcab3d005b53""","{""type"":""Point"",""coordinates"":[0.005879402160645,51.4892664853639]}","""2016-10-05T18:27:53.874+00:00""","[""MAURITIUS ROAD"",""MAURITIUS ROAD""]"
"""57f2d5d72c66dcab3d005b55""","{""type"":""Point"",""coordinates"":[0.007156133651733,51.4889591845336]}","""2016-10-05T18:27:58.812+00:00""","[""Hall"",""Hall""]"
"""57f2d5e32c66dcab3d005b57""","{""type"":""Point"",""coordinates"":[0.008690357208252,51.4890460306304]}","""2016-10-05T18:28:20.662+00:00""","[""BLACKWALL LANE"",""BLACKWALL LANE""]"
"""57f2d5ee2c66dcab3d005b59""","{""type"":""Point"",""coordinates"":[0.004431009292603,51.4868280630937]}","""2016-10-05T18:28:41.283+00:00""","[""CHURCH STREET"",""CHURCH STREET""]"
"""57f2d60d2c66dcab3d005b5b""","{""type"":""Point"",""coordinates"":[0.010589361190796,51.4860330424383]}","""2017-01-01T15:36:27.298+00:00""","[""Schools"",""Schools""]"
"""57f2d61b2c66dcab3d005b5f""","{""type"":""Point"",""coordinates"":[0.006072521209717,51.4841289450191]}","""2016-10-17T12:12:16.826+00:00""","[""WALNUT TREE ROAD"",""WALNUT TREE ROAD""]"
"""57f2d6292c66dcab3d005b64""","{""type"":""Point"",""coordinates"":[0.005375146865845,51.4846099876626]}","""2016-10-17T12:12:27.922+00:00""","[""EARLSWOOD STREET"",""EARLSWOOD STREET""]"
"""57f2d6352c66dcab3d005b68""","{""type"":""Point"",""coordinates"":[0.002510547637939,51.4837948846422]}","""2016-10-05T18:30:51.915+00:00""","[""TODDMANS LANE"",""TODDMANS LANE""]"
"""57f2d6462c66dcab3d005b6c""","{""type"":""Point"",""coordinates"":[0.006405115127563,51.4829196348494]}","""2017-01-01T15:38:14.735+00:00""","[""WOODLANDS PARK ROAD"",""WOODLANDS PARK RD"",""Woodlands Park Road""]"
"""57f2d6882c66dcab3d005b7f""","{""type"":""Point"",""coordinates"":[-0.01348614692688,51.4816301140904]}","""2017-01-01T16:00:07.468+00:00""","[""HORSEFERRY ROAD"",""Ch."",""Church""]"
"""57f2d6a72c66dcab3d005b88""","{""type"":""Point"",""coordinates"":[-0.025030374526978,51.4787101836306]}","""2016-10-05T18:32:19.755+00:00""","[""Sch."",""Sch.""]"
"""57f2d6ac2c66dcab3d005b8c""","{""type"":""Point"",""coordinates"":[-0.025641918182373,51.4782223967042]}","""2016-10-05T18:32:19.88+00:00""","[""Ch."",""Ch.""]"
"""57f2d6b52c66dcab3d005b90""","{""type"":""Point"",""coordinates"":[-0.028270483016968,51.4786567277836]}","""2016-10-05T18:32:20.135+00:00""","[""Deptford Sta."",""Deptford Sta.""]"
"""57f37cbc2c66dcab3d007195""","{""type"":""Point"",""coordinates"":[-0.09514331817627,51.4989454013305]}","""2016-10-05T15:40:26.599+00:00""","[""SWAN STREET"",""Swan Street""]"
"""57f37cc52c66dcab3d00719b""","{""type"":""Point"",""coordinates"":[-0.094252824783325,51.4992125610285]}","""2016-10-04T12:38:27.287+00:00""","[""TRINITY STREET"",""Trinity Street""]"
"""57f37ccc2c66dcab3d0071a3""","{""type"":""Point"",""coordinates"":[-0.094467401504517,51.4986381657416]}","""2016-10-05T15:40:44.195+00:00""","[""TRINITY  SQUARE"",""Trinity Square""]"
"""57f37cd42c66dcab3d0071a7""","{""type"":""Point"",""coordinates"":[-0.094853639602661,51.4977164465487]}","""2016-10-05T15:41:38.301+00:00""","[""BROCKHAM ST."",""Brockham St.""]"
"""57f37cda2c66dcab3d0071ab""","{""type"":""Point"",""coordinates"":[-0.094091892242432,51.4975027118997]}","""2016-10-05T15:41:05.47+00:00""","[""UNION SQ."",""Union Sq.""]"
"""57f37ced2c66dcab3d0071b9""","{""type"":""Point"",""coordinates"":[-0.093523263931274,51.4996867656358]}","""2016-10-04T12:37:48.352+00:00""","[""COLE STREET"",""Cole Street""]"
"""57f37cf42c66dcab3d0071bd""","{""type"":""Point"",""coordinates"":[-0.091989040374756,51.5007353414044]}","""2016-10-04T12:37:57.33+00:00""","[""TABARD STREET"",""Tabard Street""]"
"""57f37d062c66dcab3d0071c6""","{""type"":""Point"",""coordinates"":[-0.090808868408203,51.4982173832051]}","""2016-10-05T15:40:57.825+00:00""","[""GREAT DOVER STREET"",""Great Dover Street""]"
"""57f37d0c2c66dcab3d0071cc""","{""type"":""Point"",""coordinates"":[-0.087429285049438,51.4969015778258]}","""2016-10-04T12:50:05.933+00:00""","[""LAW STREET"",""Law Street""]"
"""57f37d192c66dcab3d0071d5""","{""type"":""Point"",""coordinates"":[-0.08415699005127,51.4950847688814]}","""2016-10-04T12:49:14.155+00:00""","[""BERMONDSEY NEW ROAD"",""Bermondsey New Road""]"
"""57f37d212c66dcab3d0071dd""","{""type"":""Point"",""coordinates"":[-0.089006423950195,51.4945437198715]}","""2016-10-04T12:48:56.909+00:00""","[""WARNER STREET"",""Warner Street""]"
"""57f37d2c2c66dcab3d0071e6""","{""type"":""Point"",""coordinates"":[-0.090047121047974,51.4964874586295]}","""2016-10-05T15:41:52.781+00:00""","[""GREAT BLAND STREET"",""Great Bland Street""]"
"""57f37d412c66dcab3d0071ee""","{""type"":""Point"",""coordinates"":[-0.090615749359131,51.4960165604557]}","""2016-10-05T15:42:05.849+00:00""","[""DEVERELL STREET"",""Deverell Street""]"
"""57f37d4f2c66dcab3d0071f6""","{""type"":""Point"",""coordinates"":[-0.094617605209351,51.4957460422835]}","""2016-10-05T16:46:15.542+00:00""","[""FALMOUTH ROAD"",""FALMOUTH ROAD""]"
"""57f37d572c66dcab3d0071fa""","{""type"":""Point"",""coordinates"":[-0.092922449111938,51.4945303605554]}","""2016-10-05T15:42:17.368+00:00""","[""HARPER ST."",""Harper St.""]"
"""57f37d612c66dcab3d007200""","{""type"":""Point"",""coordinates"":[-0.10113000869751,51.4960199001762]}","""2016-10-04T12:39:37.529+00:00""","[""SKIPTON ST."",""Skipton St.""]"
"""57f37d6b2c66dcab3d007206""","{""type"":""Point"",""coordinates"":[-0.101323127746582,51.498511263481]}","""2016-10-04T12:38:36.224+00:00""","[""LANCASTER STREET"",""Lancaster Street""]"
"""57f37d772c66dcab3d00720b""","{""type"":""Point"",""coordinates"":[-0.098361968994141,51.4963271534144]}","""2016-10-05T16:46:01.007+00:00""","[""TARN ST."",""Tann St."",""TARN ST.""]"
"""57f37d832c66dcab3d007211""","{""type"":""Point"",""coordinates"":[-0.097546577453613,51.4976095793495]}","""2016-10-04T12:38:55.751+00:00""","[""DEVONSHIRE ST."",""Devonshire St.""]"
"""57f37d892c66dcab3d007215""","{""type"":""Point"",""coordinates"":[-0.095658302307129,51.4980838006351]}","""2016-10-05T15:41:19.886+00:00""","[""UNION ROAD"",""Union Road""]"
"""57f37d982c66dcab3d007220""","{""type"":""Point"",""coordinates"":[-0.092010498046875,51.4940026644397]}","""2016-10-04T12:48:46.839+00:00""","[""MUNTON ROAD"",""Munton Road""]"
"""57f37daa2c66dcab3d007228""","{""type"":""Point"",""coordinates"":[-0.079200267791748,51.4958261959834]}","""2016-10-04T12:49:45.004+00:00""","[""GRANGE ROAD"",""Grange Road""]"
"""57f37db12c66dcab3d00722e""","{""type"":""Point"",""coordinates"":[-0.079436302185059,51.4964874586295]}","""2016-10-04T12:49:34.922+00:00""","[""GRANGE WALK"",""Grange Walk""]"
"""57f37dc92c66dcab3d007243""","{""type"":""Point"",""coordinates"":[-0.087043046951294,51.5041213417192]}","""2016-10-06T14:36:33.157+00:00""","[""ST. THOMAS STREET"",""St. Thomas's Street"",""ST. THOMAS'S STREET""]"
"""57f37dec2c66dcab3d00725b""","{""type"":""Point"",""coordinates"":[-0.096838474273682,51.5067257861513]}","""2016-10-12T13:53:38.622+00:00""","[""EMERSON STREET"",""EMERSON STREET"",""EMERSON STRET""]"
"""57f37df52c66dcab3d007261""","{""type"":""Point"",""coordinates"":[-0.096666812896729,51.506525449557]}","""2016-10-04T17:07:53.856+00:00""","[""Ch."",""Ch.""]"
"""57f37dfc2c66dcab3d007267""","{""type"":""Point"",""coordinates"":[-0.093190670013428,51.5077875553958]}","""2016-10-05T17:02:01.756+00:00""","[""S.Ps"",""S.Ps""]"
"""57f37e172c66dcab3d00727c""","{""type"":""Point"",""coordinates"":[-0.09363055229187,51.5039209936739]}","""2016-10-04T17:08:05.109+00:00""","[""Schs."",""Schs.""]"
"""57f37e232c66dcab3d007282""","{""type"":""Point"",""coordinates"":[-0.089703798294067,51.5018974290392]}","""2016-10-04T17:07:03.767+00:00""","[""Sch."",""Sch.""]"
"""57f37e272c66dcab3d007288""","{""type"":""Point"",""coordinates"":[-0.087289810180664,51.5015100697868]}","""2016-10-04T17:07:07.775+00:00""","[""Ch."",""Ch.""]"
"""57f37e2c2c66dcab3d00728a""","{""type"":""Point"",""coordinates"":[-0.084854364395142,51.5014499620215]}","""2016-10-04T17:07:16.207+00:00""","[""Sch."",""Sch.""]"
"""57f37e302c66dcab3d00728e""","{""type"":""Point"",""coordinates"":[-0.085562467575073,51.5022914635213]}","""2016-10-04T17:07:20.629+00:00""","[""Sch."",""Sch.""]"
"""57f37e3c2c66dcab3d007294""","{""type"":""Point"",""coordinates"":[-0.085980892181396,51.5018573575451]}","""2016-10-05T17:04:22.216+00:00""","[""WESTON STREET"",""WESTON STREET""]"
"""57f37e482c66dcab3d00729c""","{""type"":""Point"",""coordinates"":[-0.087418556213379,51.5005616935809]}","""2016-10-05T17:04:34.874+00:00""","[""NELSON ST."",""NELSON ST.""]"
"""57f37e4c2c66dcab3d0072a2""","{""type"":""Point"",""coordinates"":[-0.08787989616394,51.5009490608943]}","""2016-10-04T17:07:11.796+00:00""","[""Sch."",""Sch.""]"
"""57f37e512c66dcab3d0072a8""","{""type"":""Point"",""coordinates"":[-0.089156627655029,51.5008822736614]}","""2016-10-04T17:06:59.318+00:00""","[""Ch."",""Ch.""]"
"""57f37e552c66dcab3d0072ac""","{""type"":""Point"",""coordinates"":[-0.089306831359863,51.4997535546207]}","""2016-10-04T17:08:12.734+00:00""","[""Chap."",""Chap.""]"
"""57f37e5a2c66dcab3d0072b2""","{""type"":""Point"",""coordinates"":[-0.089124441146851,51.4993928929394]}","""2016-10-04T17:06:53.764+00:00""","[""Ch."",""Ch.""]"
"""57f37e622c66dcab3d0072ba""","{""type"":""Point"",""coordinates"":[-0.088942050933838,51.5004815482084]}","""2016-10-05T15:40:16.389+00:00""","[""LONG LANE"",""Long Lane""]"
"""57f37e6b2c66dcab3d0072c0""","{""type"":""Point"",""coordinates"":[-0.086978673934937,51.4978834260459]}","""2016-10-04T17:06:50.375+00:00""","[""Sch."",""Sch.""]"
"""57f37e732c66dcab3d0072c6""","{""type"":""Point"",""coordinates"":[-0.092267990112305,51.4977364841207]}","""2016-10-04T17:06:42.827+00:00""","[""Chap."",""Chap.""]"
"""57f37e792c66dcab3d0072cc""","{""type"":""Point"",""coordinates"":[-0.089714527130127,51.4976162585568]}","""2016-10-04T17:06:46.821+00:00""","[""Chap."",""Chap.""]"
"""57f37e832c66dcab3d0072d0""","{""type"":""Point"",""coordinates"":[-0.095937252044678,51.4972822969932]}","""2016-10-04T12:39:11.985+00:00""","[""Sch."",""Sch.""]"
"""57f37e8b2c66dcab3d0072d8""","{""type"":""Point"",""coordinates"":[-0.096892118453979,51.49765633378]}","""2016-10-04T12:39:05.335+00:00""","[""Sessions House"",""Sessions House""]"
"""57f37e972c66dcab3d0072e0""","{""type"":""Point"",""coordinates"":[-0.096452236175537,51.4948175849878]}","""2016-10-04T17:06:34.607+00:00""","[""Ch."",""Ch.""]"
"""57f37ea32c66dcab3d0072ea""","{""type"":""Point"",""coordinates"":[-0.086174011230469,51.4955656959434]}","""2016-10-04T12:49:03.236+00:00""","[""Sch."",""Sch.""]"
"""57f37ead2c66dcab3d0072f4""","{""type"":""Point"",""coordinates"":[-0.082322359085083,51.4955389779064]}","""2016-10-04T12:49:20.12+00:00""","[""Sch."",""Sch.""]"
"""57f37eb12c66dcab3d0072f8""","{""type"":""Point"",""coordinates"":[-0.08213996887207,51.4962069241331]}","""2016-10-04T12:49:25.335+00:00""","[""Sch."",""Sch.""]"
"""57f37ec12c66dcab3d007304""","{""type"":""Point"",""coordinates"":[-0.081871747970581,51.5031930550281]}","""2016-10-04T17:07:25.476+00:00""","[""Sch."",""Sch.""]"
"""57f37ec62c66dcab3d00730a""","{""type"":""Point"",""coordinates"":[-0.080573558807373,51.5048692999723]}","""2016-10-05T17:04:05.669+00:00""","[""P.H."",""H"",""P.H.""]"
"""57f37ecd2c66dcab3d007310""","{""type"":""Point"",""coordinates"":[-0.081024169921875,51.504515356972]}","""2016-10-04T17:07:33.125+00:00""","[""P.H."",""PH""]"
"""57f37ed12c66dcab3d007313""","{""type"":""Point"",""coordinates"":[-0.081002712249756,51.5043216888837]}","""2016-10-04T17:07:29.828+00:00""","[""Sch."",""Sch.""]"
"""57f37ed92c66dcab3d007319""","{""type"":""Point"",""coordinates"":[-0.084671974182129,51.5051030344086]}","""2016-10-04T17:07:39.642+00:00""","[""P.O."",""PO""]"
"""57f37efe2c66dcab3d00732d""","{""type"":""Point"",""coordinates"":[-0.094993114471436,51.4939692657458]}","""2016-10-05T15:42:30.163+00:00""","[""POLLOCK ROAD"",""Pollock Road""]"
"""57f37f032c66dcab3d007331""","{""type"":""Point"",""coordinates"":[-0.096108913421631,51.4934415631346]}","""2016-10-04T12:40:21.909+00:00""","[""ASH ST."",""Ash St.""]"
"""57f37f082c66dcab3d007337""","{""type"":""Point"",""coordinates"":[-0.098286867141724,51.4922725799001]}","""2016-10-04T12:40:44.189+00:00""","[""Syn."",""Syn.""]"
"""57f37f182c66dcab3d007345""","{""type"":""Point"",""coordinates"":[-0.09539008140564,51.4933280060778]}","""2016-10-04T12:40:55.012+00:00""","[""GURNEY STREET"",""Gurney Street""]"
